inventory_id,relative_path,functional_area,reason,recommended_handling
SRC-000178,REDACTED-SENSITIVE-SOURCE/SRC-000178.pptx,Weekly sessions,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000179,REDACTED-SENSITIVE-SOURCE/SRC-000179.file,Weekly sessions,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000180,REDACTED-SENSITIVE-SOURCE/SRC-000180.docx,Weekly sessions,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000192,REDACTED-SENSITIVE-SOURCE/SRC-000192.pptx,Kickoff camp,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000294,REDACTED-SENSITIVE-SOURCE/SRC-000294.xlsx,Rite of passage,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000305,REDACTED-SENSITIVE-SOURCE/SRC-000305.xlsx,Rite of passage,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000308,REDACTED-SENSITIVE-SOURCE/SRC-000308.xlsx,Administration,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000309,REDACTED-SENSITIVE-SOURCE/SRC-000309.xlsx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000312,REDACTED-SENSITIVE-SOURCE/SRC-000312.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000313,REDACTED-SENSITIVE-SOURCE/SRC-000313.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000314,REDACTED-SENSITIVE-SOURCE/SRC-000314.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000315,REDACTED-SENSITIVE-SOURCE/SRC-000315.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000316,REDACTED-SENSITIVE-SOURCE/SRC-000316.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000317,REDACTED-SENSITIVE-SOURCE/SRC-000317.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000318,REDACTED-SENSITIVE-SOURCE/SRC-000318.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000319,REDACTED-SENSITIVE-SOURCE/SRC-000319.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000320,REDACTED-SENSITIVE-SOURCE/SRC-000320.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000321,REDACTED-SENSITIVE-SOURCE/SRC-000321.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000325,REDACTED-SENSITIVE-SOURCE/SRC-000325.pdf,Compass Evening,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000328,REDACTED-SENSITIVE-SOURCE/SRC-000328.xlsx,Administration,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000329,REDACTED-SENSITIVE-SOURCE/SRC-000329.xlsx,Rite of passage,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000334,REDACTED-SENSITIVE-SOURCE/SRC-000334.docx,Onboarding,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000335,REDACTED-SENSITIVE-SOURCE/SRC-000335.xlsx,Administration,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000345,REDACTED-SENSITIVE-SOURCE/SRC-000345.pptx,Kickoff camp,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000360,REDACTED-SENSITIVE-SOURCE/SRC-000360.pptx,Compass Evening,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000361,REDACTED-SENSITIVE-SOURCE/SRC-000361.pdf,Rite of passage,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000362,REDACTED-SENSITIVE-SOURCE/SRC-000362.pdf,Rite of passage,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000363,REDACTED-SENSITIVE-SOURCE/SRC-000363.pdf,Rite of passage,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000370,REDACTED-SENSITIVE-SOURCE/SRC-000370.xlsx,Rite of passage,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000375,REDACTED-SENSITIVE-SOURCE/SRC-000375.pdf,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000376,REDACTED-SENSITIVE-SOURCE/SRC-000376.xlsx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000377,REDACTED-SENSITIVE-SOURCE/SRC-000377.jpeg,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000378,REDACTED-SENSITIVE-SOURCE/SRC-000378.jpeg,Kickoff camp,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000379,REDACTED-SENSITIVE-SOURCE/SRC-000379.docx,Onboarding,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000380,REDACTED-SENSITIVE-SOURCE/SRC-000380.xlsx,Administration,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000383,REDACTED-SENSITIVE-SOURCE/SRC-000383.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000384,REDACTED-SENSITIVE-SOURCE/SRC-000384.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000385,REDACTED-SENSITIVE-SOURCE/SRC-000385.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000386,REDACTED-SENSITIVE-SOURCE/SRC-000386.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000387,REDACTED-SENSITIVE-SOURCE/SRC-000387.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000388,REDACTED-SENSITIVE-SOURCE/SRC-000388.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000389,REDACTED-SENSITIVE-SOURCE/SRC-000389.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000390,REDACTED-SENSITIVE-SOURCE/SRC-000390.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000391,REDACTED-SENSITIVE-SOURCE/SRC-000391.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000392,REDACTED-SENSITIVE-SOURCE/SRC-000392.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000393,REDACTED-SENSITIVE-SOURCE/SRC-000393.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000394,REDACTED-SENSITIVE-SOURCE/SRC-000394.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000395,REDACTED-SENSITIVE-SOURCE/SRC-000395.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000396,REDACTED-SENSITIVE-SOURCE/SRC-000396.docx,Other,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000397,REDACTED-SENSITIVE-SOURCE/SRC-000397.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000398,REDACTED-SENSITIVE-SOURCE/SRC-000398.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000399,REDACTED-SENSITIVE-SOURCE/SRC-000399.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000400,REDACTED-SENSITIVE-SOURCE/SRC-000400.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000401,REDACTED-SENSITIVE-SOURCE/SRC-000401.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000402,REDACTED-SENSITIVE-SOURCE/SRC-000402.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000403,REDACTED-SENSITIVE-SOURCE/SRC-000403.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000404,REDACTED-SENSITIVE-SOURCE/SRC-000404.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000405,REDACTED-SENSITIVE-SOURCE/SRC-000405.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000406,REDACTED-SENSITIVE-SOURCE/SRC-000406.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000407,REDACTED-SENSITIVE-SOURCE/SRC-000407.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000408,REDACTED-SENSITIVE-SOURCE/SRC-000408.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000409,REDACTED-SENSITIVE-SOURCE/SRC-000409.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000410,REDACTED-SENSITIVE-SOURCE/SRC-000410.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000411,REDACTED-SENSITIVE-SOURCE/SRC-000411.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000412,REDACTED-SENSITIVE-SOURCE/SRC-000412.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000414,REDACTED-SENSITIVE-SOURCE/SRC-000414.docx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000422,REDACTED-SENSITIVE-SOURCE/SRC-000422.xlsx,Administration,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000423,REDACTED-SENSITIVE-SOURCE/SRC-000423.xlsx,Finance,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000429,REDACTED-SENSITIVE-SOURCE/SRC-000429.pptx,Weekly sessions,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000430,REDACTED-SENSITIVE-SOURCE/SRC-000430.file,Weekly sessions,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
SRC-000431,REDACTED-SENSITIVE-SOURCE/SRC-000431.docx,Weekly sessions,"Likely contains personal, financial or private operational data; committed path is redacted.",Do not commit raw content. Use redacted summaries or synthetic templates only.
