inventory_id,url,note
SRC-000105,http://www.w3.org/[REDACTED_NUMBER]-rdf-,Detected in extracted text; validate before reuse.
SRC-000109,https://www.youtube.com/watch?v=dX,Detected in extracted text; validate before reuse.
SRC-000109,https://youtu.be/7MQUIY,Detected in extracted text; validate before reuse.
SRC-000110,https://www.pnp.co.za/,Detected in extracted text; validate before reuse.
SRC-000110,https://www.pnp.co.za/delivery-detail,Detected in extracted text; validate before reuse.
SRC-000110,https://www.pnp.co.za/my-account/order,Detected in extracted text; validate before reuse.
SRC-000111,https://www.pnp.co.za/,Detected in extracted text; validate before reuse.
SRC-000111,https://www.pnp.co.za/delivery-detail,Detected in extracted text; validate before reuse.
SRC-000111,https://www.pnp.co.za/my-account/order,Detected in extracted text; validate before reuse.
SRC-000112,http://n,Detected in extracted text; validate before reuse.
SRC-000112,http://purl.org/dc/element,Detected in extracted text; validate before reuse.
SRC-000112,http://www.w3.org/[REDACTED_NUMBER]-rdf-,Detected in extracted text; validate before reuse.
SRC-000120,https://map,Detected in extracted text; validate before reuse.
SRC-000167,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000168,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000168,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
SRC-000175,https://youtu.be/KdFt2nWEXHA,Detected in extracted text; validate before reuse.
SRC-000177,https://youtu.be/1g,Detected in extracted text; validate before reuse.
SRC-000177,https://youtu.be/JFWWU8CqliE,Detected in extracted text; validate before reuse.
SRC-000177,https://youtu.be/KdFt2nWEXHA,Detected in extracted text; validate before reuse.
SRC-000177,https://youtu.be/hnOgz3lxHjE,Detected in extracted text; validate before reuse.
SRC-000182,https://youtu.be/e9WQxvGd36w,Detected in extracted text; validate before reuse.
SRC-000185,"https://youtu.be/RYcY
StructParent 1
Type/XObject/Subtype/Image/Width 1365/Height 763/ColorSpace/DeviceRGB/Bit",Detected in extracted text; validate before reuse.
SRC-000186,"https://youtu.be/RYcY
StructParent 1
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000187,"https://youtu.be/4ATJof
StructParent 12
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000187,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000187,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/Qi7XJMPtFS4,Detected in extracted text; validate before reuse.
SRC-000187,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/X0aZ4txlXic,Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/gdWyKJt8drU,Detected in extracted text; validate before reuse.
SRC-000187,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000187,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000188,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000188,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000188,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000188,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000188,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000188,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000188,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000195,"https://youtu.be/RYcY
StructParent 1
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000196,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000196,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
SRC-000196,https://youtu.be/y7I2JyGH1HI,Detected in extracted text; validate before reuse.
SRC-000197,https://youtu.be/ZJBp2P7pOIg,Detected in extracted text; validate before reuse.
SRC-000198,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000198,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000198,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000198,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000198,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000198,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000198,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000198,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000200,https://youtu.be/u,Detected in extracted text; validate before reuse.
SRC-000203,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000203,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000203,"https://youtu.be/RYcY
StructParent 1
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000205,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000205,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000205,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000205,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000205,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000205,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000205,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000205,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000207,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000207,"https://youtu.be/Rc0
XVPi3MM",Detected in extracted text; validate before reuse.
SRC-000207,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
SRC-000207,https://youtu.be/y7I2JyGH1HI,Detected in extracted text; validate before reuse.
SRC-000208,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000208,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000208,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000208,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000208,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000208,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000209,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000209,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000209,"https://youtu.be/RYcY
StructParent 1
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000209,"https://youtu.be/iIaqeL2P
StructParent 5
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000211,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000211,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000211,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000211,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000211,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000212,"https://youtu.be/4ATJof
StructParent 12
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000212,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000212,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/Qi7XJMPtFS4,Detected in extracted text; validate before reuse.
SRC-000212,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/X0aZ4txlXic,Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/gdWyKJt8drU,Detected in extracted text; validate before reuse.
SRC-000212,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000212,https://youtu.be/q1yOgP6QgQE,Detected in extracted text; validate before reuse.
SRC-000216,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000216,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000216,"https://youtu.be/RYcY
StructParent 1
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000216,"https://youtu.be/iIaqeL2P
StructParent 5
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000217,https://youtu.be/u,Detected in extracted text; validate before reuse.
SRC-000219,https://youtu.be/-OtTJqdH9lM,Detected in extracted text; validate before reuse.
SRC-000219,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000219,"https://youtu.be/Rc0
XVPi3MM",Detected in extracted text; validate before reuse.
SRC-000219,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
SRC-000219,https://youtu.be/y7I2JyGH1HI,Detected in extracted text; validate before reuse.
SRC-000220,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000220,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000220,"https://youtu.be/RYcY
StructParent 1
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000220,"https://youtu.be/iIaqeL2P
StructParent 5
Type/XObject/Subtype/Image/Width 1121/Height 627/ColorSpace/DeviceRGB/Bit",Detected in extracted text; validate before reuse.
SRC-000221,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000221,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000221,"https://youtu.be/RYcY
StructParent 1
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000221,"https://youtu.be/iIaqeL2P
StructParent 5
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000223,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000223,"https://youtu.be/4ATJof
StructParent 13
Title(Slide 1",Detected in extracted text; validate before reuse.
SRC-000223,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000223,https://youtu.be/H-wqfFwKdnw,Detected in extracted text; validate before reuse.
SRC-000223,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000223,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000223,"https://youtu.be/RYcY
StructParent 3
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000223,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000223,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000223,"https://youtu.be/iIaqeL2P
StructParent 7
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000223,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000226,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000226,"https://youtu.be/4ATJof
StructParent 13
Title(Slide 1",Detected in extracted text; validate before reuse.
SRC-000226,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000226,https://youtu.be/H-wqfFwKdnw,Detected in extracted text; validate before reuse.
SRC-000226,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000226,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000226,"https://youtu.be/RYcY
StructParent 3
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000226,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000226,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000226,"https://youtu.be/iIaqeL2P
StructParent 7
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000226,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000227,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000227,"https://youtu.be/4ATJof
StructParent 12
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000227,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000227,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000227,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000227,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000227,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000227,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000227,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000227,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000229,https://youtu.be/-OtTJqdH9lM,Detected in extracted text; validate before reuse.
SRC-000229,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000229,"https://youtu.be/Rc0
XVPi3MM",Detected in extracted text; validate before reuse.
SRC-000229,https://youtu.be/YW,Detected in extracted text; validate before reuse.
SRC-000229,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
SRC-000229,https://youtu.be/y7I2JyGH1HI,Detected in extracted text; validate before reuse.
SRC-000230,https://youtu.be/-OtTJqdH9lM,Detected in extracted text; validate before reuse.
SRC-000230,"https://youtu.be/A
viywXJj38",Detected in extracted text; validate before reuse.
SRC-000230,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000230,"https://youtu.be/Rc0
XVPi3MM",Detected in extracted text; validate before reuse.
SRC-000230,https://youtu.be/YW,Detected in extracted text; validate before reuse.
SRC-000230,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
SRC-000230,https://youtu.be/y7I2JyGH1HI,Detected in extracted text; validate before reuse.
SRC-000231,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000231,"https://youtu.be/4ATJof
StructParent 12
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000231,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000231,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000231,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000231,https://youtu.be/Qi7XJMPtFS4,Detected in extracted text; validate before reuse.
SRC-000231,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000231,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000231,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000231,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000231,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000232,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000232,"https://youtu.be/4ATJof
StructParent 12
Type/XObject/Subtype/Image/Width 1076/Height 648/ColorSpace/DeviceRGB/Bit",Detected in extracted text; validate before reuse.
SRC-000232,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000232,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000232,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000232,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000232,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000232,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000232,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000232,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000234,https://youtu.be/c6-eQk00EVM,Detected in extracted text; validate before reuse.
SRC-000237,https://youtu.be/-OtTJqdH9lM,Detected in extracted text; validate before reuse.
SRC-000237,"https://youtu.be/A
viywXJj38",Detected in extracted text; validate before reuse.
SRC-000237,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000237,"https://youtu.be/Rc0
XVPi3MM",Detected in extracted text; validate before reuse.
SRC-000237,https://youtu.be/YW,Detected in extracted text; validate before reuse.
SRC-000237,https://youtu.be/cpmmqGg3Q2U,Detected in extracted text; validate before reuse.
SRC-000237,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
SRC-000237,https://youtu.be/y7I2JyGH1HI,Detected in extracted text; validate before reuse.
SRC-000238,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000238,"https://youtu.be/4ATJof
StructParent 12
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000238,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000238,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000238,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000238,https://youtu.be/Qi7XJMPtFS4,Detected in extracted text; validate before reuse.
SRC-000238,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000238,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000238,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000238,https://youtu.be/gdWyKJt8drU,Detected in extracted text; validate before reuse.
SRC-000238,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000238,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000239,https://youtu.be/2Ak97SWfvZQ,Detected in extracted text; validate before reuse.
SRC-000239,"https://youtu.be/4ATJof
StructParent 12
Type/XObject/Subtype/Image/Width 1076/Height 648/ColorSpace/DeviceRGB/Bit",Detected in extracted text; validate before reuse.
SRC-000239,"https://youtu.be/B6
ZRSZNm9o",Detected in extracted text; validate before reuse.
SRC-000239,https://youtu.be/LP7mRgqlCl,Detected in extracted text; validate before reuse.
SRC-000239,"https://youtu.be/Ni
VUrBOGAw",Detected in extracted text; validate before reuse.
SRC-000239,"https://youtu.be/RYcY
StructParent 2
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000239,https://youtu.be/XIYkNZ-aX-g,Detected in extracted text; validate before reuse.
SRC-000239,https://youtu.be/dc46l496Kto,Detected in extracted text; validate before reuse.
SRC-000239,"https://youtu.be/iIaqeL2P
StructParent 6
Subtype/Link/Rect
Type/Action/S/URI/URI(http",Detected in extracted text; validate before reuse.
SRC-000239,https://youtu.be/jyh648oRW3Q,Detected in extracted text; validate before reuse.
SRC-000241,"https://youtu.be/9mUnCWDt8
StructParent 1
Type/XObject/Subtype/Image/Width 2426/Height 1500/ColorSpace/DeviceRGB/Bit",Detected in extracted text; validate before reuse.
SRC-000241,https://youtu.be/AAjItXbPnUc,Detected in extracted text; validate before reuse.
SRC-000241,https://youtu.be/C1WgXcUhq2M,Detected in extracted text; validate before reuse.
SRC-000241,https://youtu.be/tvO3NM4OddU,Detected in extracted text; validate before reuse.
SRC-000244,https://youtu.be/-OtTJqdH9lM,Detected in extracted text; validate before reuse.
SRC-000244,https://youtu.be/7AeFBjXSyy0,Detected in extracted text; validate before reuse.
SRC-000244,"https://youtu.be/A
viywXJj38",Detected in extracted text; validate before reuse.
SRC-000244,https://youtu.be/LfTyCvxi7p0,Detected in extracted text; validate before reuse.
SRC-000244,https://youtu.be/Q6yHbu1GXVQ,Detected in extracted text; validate before reuse.
SRC-000244,"https://youtu.be/Rc0
XVPi3MM",Detected in extracted text; validate before reuse.
SRC-000244,https://youtu.be/YW,Detected in extracted text; validate before reuse.
SRC-000244,https://youtu.be/cpmmqGg3Q2U,Detected in extracted text; validate before reuse.
SRC-000244,https://youtu.be/jWmKYZHua2U,Detected in extracted text; validate before reuse.
